run_id,replication_id,condition_id,calibration_ratio,funding_intensity,market_intensity,price_impact_lambda,market_event_probability,cash_scenario,day,at_risk_start,at_risk_end,exit_count,funding_exit_count,insolvency_exit_count,joint_exit_count,market_event,market_loss_fraction,price_impact_loss,forced_sale_fraction,asset_price,preimpact_forced_sale_value,forced_sale_proceeds,total_funding_requested,total_funding_repaid,total_unpaid,total_liabilities,mean_active_equity,mean_active_cash
rho_0p5_fund_1_market_1_lambda_0_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_1_market_1_lambda_0_p_0p1_cash_baseline,0.5,1,1,0,0.1,baseline,3,10,10,0,0,0,0,0,0,0,0,1,0,0,0.109461386191,0.109461386191,0,12.0683698892,1,0.103191151296
rho_0p5_fund_1_market_1_lambda_0_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_1_market_1_lambda_0_p_0p1_cash_baseline,0.5,1,1,0,0.1,baseline,4,10,10,0,0,0,0,0,0,0,0,1,0,0,0.104548671653,0.104548671653,0,11.9638212175,1,0.0927362841308
rho_0p5_fund_1_market_1_lambda_0_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_1_market_1_lambda_0_p_0p1_cash_baseline,0.5,1,1,0,0.1,baseline,5,10,10,0,0,0,0,0,0,0,0,1,0,0,0.103478397503,0.103478397503,0,11.86034282,1,0.0823884443805
rho_0p5_fund_1_market_1_lambda_0_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_1_market_1_lambda_0_p_0p1_cash_baseline,0.5,1,1,0,0.1,baseline,1,10,10,0,0,0,0,1,0.0942675366094,0,0,0.905732463391,0,0,0.104062116786,0.104062116786,0,15.2544064583,0.772827139007,0.11556690601
rho_0p5_fund_1_market_1_lambda_0_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_1_market_1_lambda_0_p_0p1_cash_baseline,0.5,1,1,0,0.1,baseline,2,10,10,0,0,0,0,0,0,0,0,0.905732463391,0,0,0.099425263556,0.099425263556,0,15.1549811948,0.772827139007,0.105624379654
rho_0p5_fund_1_market_1_lambda_0_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_1_market_1_lambda_0_p_0p1_cash_baseline,0.5,1,1,0,0.1,baseline,3,10,10,0,0,0,0,0,0,0,0,0.905732463391,0,0,0.10485292473,0.10485292473,0,15.05012827,0.772827139007,0.0951390871814
rho_0p5_fund_1_market_1_lambda_0_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_1_market_1_lambda_0_p_0p1_cash_baseline,0.5,1,1,0,0.1,baseline,4,10,10,0,0,0,0,0,0,0,0,0.905732463391,0,0,0.106195264009,0.106195264009,0,14.943933006,0.772827139007,0.0845195607805
rho_0p5_fund_1_market_1_lambda_0_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_1_market_1_lambda_0_p_0p1_cash_baseline,0.5,1,1,0,0.1,baseline,5,10,10,0,0,0,0,0,0,0,0,0.905732463391,0,0,0.111339375618,0.111339375618,0,14.8325936304,0.772827139007,0.0733856232187
rho_0p5_fund_1_market_1_lambda_0p15_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_1_market_1_lambda_0p15_p_0p1_cash_baseline,0.5,1,1,0.15,0.1,baseline,1,10,10,0,0,0,0,0,0,0,0,1,0,0,0.0992153600564,0.0992153600564,0,12.276337451,1,0.123987907475
rho_0p5_fund_1_market_1_lambda_0p15_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_1_market_1_lambda_0p15_p_0p1_cash_baseline,0.5,1,1,0.15,0.1,baseline,2,10,10,0,0,0,0,0,0,0,0,1,0,0,0.0985061756015,0.0985061756015,0,12.1778312754,1,0.114137289915
rho_0p5_fund_1_market_1_lambda_0p15_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_1_market_1_lambda_0p15_p_0p1_cash_baseline,0.5,1,1,0.15,0.1,baseline,3,10,10,0,0,0,0,0,0,0,0,1,0,0,0.109461386191,0.109461386191,0,12.0683698892,1,0.103191151296
rho_0p5_fund_1_market_1_lambda_0p15_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_1_market_1_lambda_0p15_p_0p1_cash_baseline,0.5,1,1,0.15,0.1,baseline,4,10,10,0,0,0,0,0,0,0,0,1,0,0,0.104548671653,0.104548671653,0,11.9638212175,1,0.0927362841308
rho_0p5_fund_1_market_1_lambda_0p15_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_1_market_1_lambda_0p15_p_0p1_cash_baseline,0.5,1,1,0.15,0.1,baseline,5,10,10,0,0,0,0,0,0,0,0,1,0,0,0.103478397503,0.103478397503,0,11.86034282,1,0.0823884443805
rho_0p5_fund_1_market_1_lambda_0p15_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_1_market_1_lambda_0p15_p_0p1_cash_baseline,0.5,1,1,0.15,0.1,baseline,1,10,10,0,0,0,0,1,0.0942675366094,0,0,0.905732463391,0,0,0.104062116786,0.104062116786,0,15.2544064583,0.772827139007,0.11556690601
rho_0p5_fund_1_market_1_lambda_0p15_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_1_market_1_lambda_0p15_p_0p1_cash_baseline,0.5,1,1,0.15,0.1,baseline,2,10,10,0,0,0,0,0,0,0,0,0.905732463391,0,0,0.099425263556,0.099425263556,0,15.1549811948,0.772827139007,0.105624379654
rho_0p5_fund_1_market_1_lambda_0p15_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_1_market_1_lambda_0p15_p_0p1_cash_baseline,0.5,1,1,0.15,0.1,baseline,3,10,10,0,0,0,0,0,0,0,0,0.905732463391,0,0,0.10485292473,0.10485292473,0,15.05012827,0.772827139007,0.0951390871814
rho_0p5_fund_1_market_1_lambda_0p15_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_1_market_1_lambda_0p15_p_0p1_cash_baseline,0.5,1,1,0.15,0.1,baseline,4,10,10,0,0,0,0,0,0,0,0,0.905732463391,0,0,0.106195264009,0.106195264009,0,14.943933006,0.772827139007,0.0845195607805
rho_0p5_fund_1_market_1_lambda_0p15_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_1_market_1_lambda_0p15_p_0p1_cash_baseline,0.5,1,1,0.15,0.1,baseline,5,10,10,0,0,0,0,0,0,0,0,0.905732463391,0,0,0.111339375618,0.111339375618,0,14.8325936304,0.772827139007,0.0733856232187
rho_0p5_fund_1_market_2_lambda_0_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_1_market_2_lambda_0_p_0p1_cash_baseline,0.5,1,2,0,0.1,baseline,1,10,10,0,0,0,0,0,0,0,0,1,0,0,0.0992153600564,0.0992153600564,0,12.276337451,1,0.123987907475
rho_0p5_fund_1_market_2_lambda_0_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_1_market_2_lambda_0_p_0p1_cash_baseline,0.5,1,2,0,0.1,baseline,2,10,10,0,0,0,0,0,0,0,0,1,0,0,0.0985061756015,0.0985061756015,0,12.1778312754,1,0.114137289915
rho_0p5_fund_1_market_2_lambda_0_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_1_market_2_lambda_0_p_0p1_cash_baseline,0.5,1,2,0,0.1,baseline,3,10,10,0,0,0,0,0,0,0,0,1,0,0,0.109461386191,0.109461386191,0,12.0683698892,1,0.103191151296
rho_0p5_fund_1_market_2_lambda_0_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_1_market_2_lambda_0_p_0p1_cash_baseline,0.5,1,2,0,0.1,baseline,4,10,10,0,0,0,0,0,0,0,0,1,0,0,0.104548671653,0.104548671653,0,11.9638212175,1,0.0927362841308
rho_0p5_fund_1_market_2_lambda_0_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_1_market_2_lambda_0_p_0p1_cash_baseline,0.5,1,2,0,0.1,baseline,5,10,10,0,0,0,0,0,0,0,0,1,0,0,0.103478397503,0.103478397503,0,11.86034282,1,0.0823884443805
rho_0p5_fund_1_market_2_lambda_0_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_1_market_2_lambda_0_p_0p1_cash_baseline,0.5,1,2,0,0.1,baseline,1,10,10,0,0,0,0,1,0.192266360228,0,0,0.807733639772,0,0,0.104062116786,0.104062116786,0,15.2544064583,0.536662347434,0.11556690601
rho_0p5_fund_1_market_2_lambda_0_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_1_market_2_lambda_0_p_0p1_cash_baseline,0.5,1,2,0,0.1,baseline,2,10,10,0,0,0,0,0,0,0,0,0.807733639772,0,0,0.099425263556,0.099425263556,0,15.1549811948,0.536662347434,0.105624379654
rho_0p5_fund_1_market_2_lambda_0_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_1_market_2_lambda_0_p_0p1_cash_baseline,0.5,1,2,0,0.1,baseline,3,10,10,0,0,0,0,0,0,0,0,0.807733639772,0,0,0.10485292473,0.10485292473,0,15.05012827,0.536662347434,0.0951390871814
rho_0p5_fund_1_market_2_lambda_0_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_1_market_2_lambda_0_p_0p1_cash_baseline,0.5,1,2,0,0.1,baseline,4,10,10,0,0,0,0,0,0,0,0,0.807733639772,0,0,0.106195264009,0.106195264009,0,14.943933006,0.536662347434,0.0845195607805
rho_0p5_fund_1_market_2_lambda_0_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_1_market_2_lambda_0_p_0p1_cash_baseline,0.5,1,2,0,0.1,baseline,5,10,10,0,0,0,0,0,0,0,0,0.807733639772,0,0,0.111339375618,0.111339375618,0,14.8325936304,0.536662347434,0.0733856232187
rho_0p5_fund_1_market_2_lambda_0p15_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_1_market_2_lambda_0p15_p_0p1_cash_baseline,0.5,1,2,0.15,0.1,baseline,1,10,10,0,0,0,0,0,0,0,0,1,0,0,0.0992153600564,0.0992153600564,0,12.276337451,1,0.123987907475
rho_0p5_fund_1_market_2_lambda_0p15_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_1_market_2_lambda_0p15_p_0p1_cash_baseline,0.5,1,2,0.15,0.1,baseline,2,10,10,0,0,0,0,0,0,0,0,1,0,0,0.0985061756015,0.0985061756015,0,12.1778312754,1,0.114137289915
rho_0p5_fund_1_market_2_lambda_0p15_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_1_market_2_lambda_0p15_p_0p1_cash_baseline,0.5,1,2,0.15,0.1,baseline,3,10,10,0,0,0,0,0,0,0,0,1,0,0,0.109461386191,0.109461386191,0,12.0683698892,1,0.103191151296
rho_0p5_fund_1_market_2_lambda_0p15_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_1_market_2_lambda_0p15_p_0p1_cash_baseline,0.5,1,2,0.15,0.1,baseline,4,10,10,0,0,0,0,0,0,0,0,1,0,0,0.104548671653,0.104548671653,0,11.9638212175,1,0.0927362841308
rho_0p5_fund_1_market_2_lambda_0p15_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_1_market_2_lambda_0p15_p_0p1_cash_baseline,0.5,1,2,0.15,0.1,baseline,5,10,10,0,0,0,0,0,0,0,0,1,0,0,0.103478397503,0.103478397503,0,11.86034282,1,0.0823884443805
rho_0p5_fund_1_market_2_lambda_0p15_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_1_market_2_lambda_0p15_p_0p1_cash_baseline,0.5,1,2,0.15,0.1,baseline,1,10,10,0,0,0,0,1,0.192266360228,0,0,0.807733639772,0,0,0.104062116786,0.104062116786,0,15.2544064583,0.536662347434,0.11556690601
rho_0p5_fund_1_market_2_lambda_0p15_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_1_market_2_lambda_0p15_p_0p1_cash_baseline,0.5,1,2,0.15,0.1,baseline,2,10,10,0,0,0,0,0,0,0,0,0.807733639772,0,0,0.099425263556,0.099425263556,0,15.1549811948,0.536662347434,0.105624379654
rho_0p5_fund_1_market_2_lambda_0p15_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_1_market_2_lambda_0p15_p_0p1_cash_baseline,0.5,1,2,0.15,0.1,baseline,3,10,10,0,0,0,0,0,0,0,0,0.807733639772,0,0,0.10485292473,0.10485292473,0,15.05012827,0.536662347434,0.0951390871814
rho_0p5_fund_1_market_2_lambda_0p15_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_1_market_2_lambda_0p15_p_0p1_cash_baseline,0.5,1,2,0.15,0.1,baseline,4,10,10,0,0,0,0,0,0,0,0,0.807733639772,0,0,0.106195264009,0.106195264009,0,14.943933006,0.536662347434,0.0845195607805
rho_0p5_fund_1_market_2_lambda_0p15_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_1_market_2_lambda_0p15_p_0p1_cash_baseline,0.5,1,2,0.15,0.1,baseline,5,10,10,0,0,0,0,0,0,0,0,0.807733639772,0,0,0.111339375618,0.111339375618,0,14.8325936304,0.536662347434,0.0733856232187
rho_0p5_fund_2_market_0_lambda_0_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_2_market_0_lambda_0_p_0p1_cash_baseline,0.5,2,0,0,0.1,baseline,1,10,10,0,0,0,0,0,0,0,0,1,0,0,0.198430720113,0.198430720113,0,12.1771220909,1,0.11406637147
rho_0p5_fund_2_market_0_lambda_0_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_2_market_0_lambda_0_p_0p1_cash_baseline,0.5,2,0,0,0.1,baseline,2,10,10,0,0,0,0,0,0,0,0,1,0,0,0.197012351203,0.197012351203,0,11.9801097397,1,0.0943651363493
rho_0p5_fund_2_market_0_lambda_0_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_2_market_0_lambda_0_p_0p1_cash_baseline,0.5,2,0,0,0.1,baseline,3,10,10,0,0,0,0,0,0,0,0,1,0,0,0.218922772381,0.218922772381,0,11.7611869673,1,0.0724728591112
rho_0p5_fund_2_market_0_lambda_0_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_2_market_0_lambda_0_p_0p1_cash_baseline,0.5,2,0,0,0.1,baseline,4,10,10,0,0,0,0,0,0,0,0.000837022818242,1,0.0176079956759,0.0176079956759,0.209097343306,0.209097343306,0,11.552089624,1,0.0533239243482
rho_0p5_fund_2_market_0_lambda_0_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_2_market_0_lambda_0_p_0p1_cash_baseline,0.5,2,0,0,0.1,baseline,5,10,10,0,0,0,0,0,0,0,0.00265621366604,1,0.0558305576254,0.0558305576254,0.206956795006,0.206956795006,0,11.345132829,1,0.0382113006102
rho_0p5_fund_2_market_0_lambda_0_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_2_market_0_lambda_0_p_0p1_cash_baseline,0.5,2,0,0,0.1,baseline,1,10,10,0,0,0,0,0,0,0,0,1,0,0,0.208124233571,0.208124233571,0,15.1503443415,1,0.105160694331
rho_0p5_fund_2_market_0_lambda_0_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_2_market_0_lambda_0_p_0p1_cash_baseline,0.5,2,0,0,0.1,baseline,2,10,10,0,0,0,0,0,0,0,0,1,0,0,0.198850527112,0.198850527112,0,14.9514938144,1,0.0852756416203
rho_0p5_fund_2_market_0_lambda_0_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_2_market_0_lambda_0_p_0p1_cash_baseline,0.5,2,0,0,0.1,baseline,3,10,10,0,0,0,0,0,0,0,0,1,0,0,0.20970584946,0.20970584946,0,14.741787965,1,0.0643050566743
rho_0p5_fund_2_market_0_lambda_0_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_2_market_0_lambda_0_p_0p1_cash_baseline,0.5,2,0,0,0.1,baseline,4,10,10,0,0,0,0,0,0,0,0.00100602904497,1,0.0242440297698,0.0242440297698,0.212390528018,0.212390528018,0,14.529397437,1,0.0454904068494
rho_0p5_fund_2_market_0_lambda_0_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_2_market_0_lambda_0_p_0p1_cash_baseline,0.5,2,0,0,0.1,baseline,5,10,10,0,0,0,0,0,0,0,0.00237116651222,1,0.0570846324741,0.0570846324741,0.222678751236,0.222678751236,0,14.3067186857,1,0.0289309949732
rho_0p5_fund_2_market_0_lambda_0p15_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_2_market_0_lambda_0p15_p_0p1_cash_baseline,0.5,2,0,0.15,0.1,baseline,1,10,10,0,0,0,0,0,0,0,0,1,0,0,0.198430720113,0.198430720113,0,12.1771220909,1,0.11406637147
rho_0p5_fund_2_market_0_lambda_0p15_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_2_market_0_lambda_0p15_p_0p1_cash_baseline,0.5,2,0,0.15,0.1,baseline,2,10,10,0,0,0,0,0,0,0,0,1,0,0,0.197012351203,0.197012351203,0,11.9801097397,1,0.0943651363493
rho_0p5_fund_2_market_0_lambda_0p15_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_2_market_0_lambda_0p15_p_0p1_cash_baseline,0.5,2,0,0.15,0.1,baseline,3,10,10,0,0,0,0,0,0,0,0,1,0,0,0.218922772381,0.218922772381,0,11.7611869673,1,0.0724728591112
rho_0p5_fund_2_market_0_lambda_0p15_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_2_market_0_lambda_0p15_p_0p1_cash_baseline,0.5,2,0,0.15,0.1,baseline,4,10,10,0,0,0,0,0,0,0.000125561305887,0.000837127929118,0.999874438694,0.0176102068365,0.0176079956759,0.209097343306,0.209097343306,0,11.552089624,0.999735863482,0.0533239243482
rho_0p5_fund_2_market_0_lambda_0p15_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_2_market_0_lambda_0p15_p_0p1_cash_baseline,0.5,2,0,0.15,0.1,baseline,5,10,10,0,0,0,0,0,0,0.000398561561971,0.00265760672494,0.999475927176,0.0558528184119,0.0558305576254,0.206956795006,0.206956795006,0,11.345132829,0.998898238172,0.0382113006102
rho_0p5_fund_2_market_0_lambda_0p15_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_2_market_0_lambda_0p15_p_0p1_cash_baseline,0.5,2,0,0.15,0.1,baseline,1,10,10,0,0,0,0,0,0,0,0,1,0,0,0.208124233571,0.208124233571,0,15.1503443415,1,0.105160694331
rho_0p5_fund_2_market_0_lambda_0p15_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_2_market_0_lambda_0p15_p_0p1_cash_baseline,0.5,2,0,0.15,0.1,baseline,2,10,10,0,0,0,0,0,0,0,0,1,0,0,0.198850527112,0.198850527112,0,14.9514938144,1,0.0852756416203
rho_0p5_fund_2_market_0_lambda_0p15_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_2_market_0_lambda_0p15_p_0p1_cash_baseline,0.5,2,0,0.15,0.1,baseline,3,10,10,0,0,0,0,0,0,0,0,1,0,0,0.20970584946,0.20970584946,0,14.741787965,1,0.0643050566743
rho_0p5_fund_2_market_0_lambda_0p15_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_2_market_0_lambda_0p15_p_0p1_cash_baseline,0.5,2,0,0.15,0.1,baseline,4,10,10,0,0,0,0,0,0,0.0001509157451,0.00100618089351,0.999849084255,0.0242476891279,0.0242440297698,0.212390528018,0.212390528018,0,14.529397437,0.999636312109,0.0454904068494
rho_0p5_fund_2_market_0_lambda_0p15_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_2_market_0_lambda_0p15_p_0p1_cash_baseline,0.5,2,0,0.15,0.1,baseline,5,10,10,0,0,0,0,0,0,0.000355792017449,0.00237236884297,0.999493345932,0.0571049499594,0.0570846324741,0.222678751236,0.222678751236,0,14.3067186857,0.99877989025,0.0289309949732
rho_0p5_fund_2_market_1_lambda_0_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_2_market_1_lambda_0_p_0p1_cash_baseline,0.5,2,1,0,0.1,baseline,1,10,10,0,0,0,0,0,0,0,0,1,0,0,0.198430720113,0.198430720113,0,12.1771220909,1,0.11406637147
rho_0p5_fund_2_market_1_lambda_0_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_2_market_1_lambda_0_p_0p1_cash_baseline,0.5,2,1,0,0.1,baseline,2,10,10,0,0,0,0,0,0,0,0,1,0,0,0.197012351203,0.197012351203,0,11.9801097397,1,0.0943651363493
rho_0p5_fund_2_market_1_lambda_0_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_2_market_1_lambda_0_p_0p1_cash_baseline,0.5,2,1,0,0.1,baseline,3,10,10,0,0,0,0,0,0,0,0,1,0,0,0.218922772381,0.218922772381,0,11.7611869673,1,0.0724728591112
rho_0p5_fund_2_market_1_lambda_0_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_2_market_1_lambda_0_p_0p1_cash_baseline,0.5,2,1,0,0.1,baseline,4,10,10,0,0,0,0,0,0,0,0.000837022818242,1,0.0176079956759,0.0176079956759,0.209097343306,0.209097343306,0,11.552089624,1,0.0533239243482
rho_0p5_fund_2_market_1_lambda_0_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_2_market_1_lambda_0_p_0p1_cash_baseline,0.5,2,1,0,0.1,baseline,5,10,10,0,0,0,0,0,0,0,0.00265621366604,1,0.0558305576254,0.0558305576254,0.206956795006,0.206956795006,0,11.345132829,1,0.0382113006102
rho_0p5_fund_2_market_1_lambda_0_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_2_market_1_lambda_0_p_0p1_cash_baseline,0.5,2,1,0,0.1,baseline,1,10,10,0,0,0,0,1,0.0942675366094,0,0,0.905732463391,0,0,0.208124233571,0.208124233571,0,15.1503443415,0.772827139007,0.105160694331
rho_0p5_fund_2_market_1_lambda_0_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_2_market_1_lambda_0_p_0p1_cash_baseline,0.5,2,1,0,0.1,baseline,2,10,10,0,0,0,0,0,0,0,0,0.905732463391,0,0,0.198850527112,0.198850527112,0,14.9514938144,0.772827139007,0.0852756416203
rho_0p5_fund_2_market_1_lambda_0_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_2_market_1_lambda_0_p_0p1_cash_baseline,0.5,2,1,0,0.1,baseline,3,10,10,0,0,0,0,0,0,0,0,0.905732463391,0,0,0.20970584946,0.20970584946,0,14.741787965,0.772827139007,0.0643050566743
rho_0p5_fund_2_market_1_lambda_0_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_2_market_1_lambda_0_p_0p1_cash_baseline,0.5,2,1,0,0.1,baseline,4,10,10,0,0,0,0,0,0,0,0.00111073532819,0.905732463391,0.0242440297698,0.0242440297698,0.212390528018,0.212390528018,0,14.529397437,0.772827139007,0.0454904068494
rho_0p5_fund_2_market_1_lambda_0_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_2_market_1_lambda_0_p_0p1_cash_baseline,0.5,2,1,0,0.1,baseline,5,10,10,0,0,0,0,0,0,0,0.00261822906894,0.905732463391,0.0570846324741,0.0570846324741,0.222678751236,0.222678751236,0,14.3067186857,0.772827139007,0.0289309949732
rho_0p5_fund_2_market_1_lambda_0p15_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_2_market_1_lambda_0p15_p_0p1_cash_baseline,0.5,2,1,0.15,0.1,baseline,1,10,10,0,0,0,0,0,0,0,0,1,0,0,0.198430720113,0.198430720113,0,12.1771220909,1,0.11406637147
rho_0p5_fund_2_market_1_lambda_0p15_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_2_market_1_lambda_0p15_p_0p1_cash_baseline,0.5,2,1,0.15,0.1,baseline,2,10,10,0,0,0,0,0,0,0,0,1,0,0,0.197012351203,0.197012351203,0,11.9801097397,1,0.0943651363493
rho_0p5_fund_2_market_1_lambda_0p15_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_2_market_1_lambda_0p15_p_0p1_cash_baseline,0.5,2,1,0.15,0.1,baseline,3,10,10,0,0,0,0,0,0,0,0,1,0,0,0.218922772381,0.218922772381,0,11.7611869673,1,0.0724728591112
rho_0p5_fund_2_market_1_lambda_0p15_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_2_market_1_lambda_0p15_p_0p1_cash_baseline,0.5,2,1,0.15,0.1,baseline,4,10,10,0,0,0,0,0,0,0.000125561305887,0.000837127929118,0.999874438694,0.0176102068365,0.0176079956759,0.209097343306,0.209097343306,0,11.552089624,0.999735863482,0.0533239243482
rho_0p5_fund_2_market_1_lambda_0p15_p_0p1_cash_baseline__smoke-0001,smoke-0001,rho_0p5_fund_2_market_1_lambda_0p15_p_0p1_cash_baseline,0.5,2,1,0.15,0.1,baseline,5,10,10,0,0,0,0,0,0,0.000398561561971,0.00265760672494,0.999475927176,0.0558528184119,0.0558305576254,0.206956795006,0.206956795006,0,11.345132829,0.998898238172,0.0382113006102
rho_0p5_fund_2_market_1_lambda_0p15_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_2_market_1_lambda_0p15_p_0p1_cash_baseline,0.5,2,1,0.15,0.1,baseline,1,10,10,0,0,0,0,1,0.0942675366094,0,0,0.905732463391,0,0,0.208124233571,0.208124233571,0,15.1503443415,0.772827139007,0.105160694331
rho_0p5_fund_2_market_1_lambda_0p15_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_2_market_1_lambda_0p15_p_0p1_cash_baseline,0.5,2,1,0.15,0.1,baseline,2,10,10,0,0,0,0,0,0,0,0,0.905732463391,0,0,0.198850527112,0.198850527112,0,14.9514938144,0.772827139007,0.0852756416203
rho_0p5_fund_2_market_1_lambda_0p15_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_2_market_1_lambda_0p15_p_0p1_cash_baseline,0.5,2,1,0.15,0.1,baseline,3,10,10,0,0,0,0,0,0,0,0,0.905732463391,0,0,0.20970584946,0.20970584946,0,14.741787965,0.772827139007,0.0643050566743
rho_0p5_fund_2_market_1_lambda_0p15_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_2_market_1_lambda_0p15_p_0p1_cash_baseline,0.5,2,1,0.15,0.1,baseline,4,10,10,0,0,0,0,0,0,0.000166624181808,0.00111092043439,0.90558154646,0.0242480700846,0.0242440297698,0.212390528018,0.212390528018,0,14.529397437,0.772463448259,0.0454904068494
rho_0p5_fund_2_market_1_lambda_0p15_p_0p1_cash_baseline__smoke-0002,smoke-0002,rho_0p5_fund_2_market_1_lambda_0p15_p_0p1_cash_baseline,0.5,2,1,0.15,0.1,baseline,5,10,10,0,0,0,0,0,0,0.000392877069383,0.00261969510533,0.905225764236,0.0571070685318,0.0570846324741,0.222678751236,0.222678751236,0,14.3067186857,0.771607010513,0.0289309949732
