sensitivity,outcome,scenario,funding_intensity,market_intensity,blocks,estimate,block_se,pointwise_lower,pointwise_upper,simultaneous_lower,simultaneous_upper
stress_budget,market_value_loss,0.15,0,1,100,0.0637973086434,0.00415230486912,0.0556051118189,0.0720757628021,0.0554359586725,0.0721586586142
stress_budget,market_value_loss,0.15,0,2,100,0.127703501517,0.0081885789088,0.111514608167,0.144106644061,0.111214448767,0.144192554267
stress_budget,market_value_loss,0.15,1,0,100,0,0,0,0,0,0
stress_budget,market_value_loss,0.15,1,1,100,0.0637746161421,0.00415055478961,0.0555880428509,0.0720501196413,0.0554167902446,0.0721324420395
stress_budget,market_value_loss,0.15,1,2,100,0.127657452685,0.00818503690247,0.111472045648,0.144053200861,0.111175532348,0.144139373021
stress_budget,market_value_loss,0.15,2,0,100,0,0,0,0,0,0
stress_budget,market_value_loss,0.15,2,1,100,0.0634483639464,0.00412685752773,0.0553253198115,0.0716688318195,0.05513825639,0.0717584715029
stress_budget,market_value_loss,0.15,2,2,100,0.12699687941,0.00813727842993,0.110894030355,0.143276569328,0.110611128626,0.143382630194
stress_budget,market_value_loss,0.3,0,0,100,0,0,0,0,0,0
stress_budget,market_value_loss,0.3,0,1,100,0.127703501517,0.0081885789088,0.111514608167,0.144106644061,0.111214448767,0.144192554267
stress_budget,market_value_loss,0.3,0,2,100,0.255869656723,0.0159034046985,0.224374582406,0.287642972942,0.223845531182,0.287893782264
stress_budget,market_value_loss,0.3,1,0,100,0,0,0,0,0,0
stress_budget,market_value_loss,0.3,1,1,100,0.12699687941,0.00813727842993,0.110894030355,0.143276569328,0.110611128626,0.143382630194
stress_budget,market_value_loss,0.3,1,2,100,0.254419175727,0.0157991576365,0.223052322324,0.286033026403,0.22260496882,0.286233382633
stress_budget,market_value_loss,0.3,2,0,100,0,0,0,0,0,0
stress_budget,market_value_loss,0.3,2,1,100,0.123645621215,0.00790997797944,0.108099016946,0.139383502652,0.107717577337,0.139573665092
stress_budget,market_value_loss,0.3,2,2,100,0.247568059052,0.015341400286,0.217180023762,0.278214595651,0.216675621989,0.278460496115
stress_budget,fire_sale_value_loss,0.1,0,0,100,0,0,0,0,0,0
stress_budget,fire_sale_value_loss,0.1,0,1,100,0,0,0,0,0,0
stress_budget,fire_sale_value_loss,0.1,0,2,100,0,0,0,0,0,0
stress_budget,fire_sale_value_loss,0.1,1,0,100,7.85725595161e-05,3.79870779821e-06,7.11214370134e-05,8.61084314798e-05,6.95220656601e-05,8.76230533721e-05
stress_budget,fire_sale_value_loss,0.1,1,1,100,7.85725646915e-05,3.79870822246e-06,7.11214411884e-05,8.61084380893e-05,6.95220698248e-05,8.76230595583e-05
stress_budget,fire_sale_value_loss,0.1,1,2,100,7.85725701819e-05,3.79870867151e-06,7.11214456274e-05,8.61084451031e-05,6.95220742452e-05,8.76230661185e-05
stress_budget,fire_sale_value_loss,0.1,2,0,100,0.00207285765622,3.35237598433e-05,0.00200898313013,0.00213783303065,0.00199298665834,0.0021527286541
stress_budget,fire_sale_value_loss,0.1,2,1,100,0.00207285910427,3.35237989798e-05,0.0020089846065,0.00213783455354,0.00199298801315,0.00215273019539
stress_budget,fire_sale_value_loss,0.1,2,2,100,0.00207286063952,3.35238405301e-05,0.00200898617467,0.00213783616821,0.00199298944941,0.00215273182964
stress_budget,fire_sale_value_loss,0.15,0,0,100,0,0,0,0,0,0
stress_budget,fire_sale_value_loss,0.15,0,1,100,0,0,0,0,0,0
stress_budget,fire_sale_value_loss,0.15,0,2,100,0,0,0,0,0,0
stress_budget,fire_sale_value_loss,0.15,1,0,100,0.000698372266023,1.65133057373e-05,0.000666940382104,0.000731325298443,0.000659028999824,0.000737715532222
stress_budget,fire_sale_value_loss,0.15,1,1,100,0.000698372593189,1.65133190049e-05,0.000666940697147,0.00073132560621,0.000659029295379,0.000737715890998
stress_budget,fire_sale_value_loss,0.15,1,2,100,0.000698372951139,1.6513333501e-05,0.000666941041829,0.000731325941987,0.000659029618792,0.000737716283485
stress_budget,fire_sale_value_loss,0.15,2,0,100,0.00692084343772,6.04611512547e-05,0.00680287917871,0.00703844395033,0.00677679359051,0.00706489328494
stress_budget,fire_sale_value_loss,0.15,2,1,100,0.00692086273564,6.0461435668e-05,0.00680289587101,0.00703846368072,0.0067768122108,0.00706491326047
stress_budget,fire_sale_value_loss,0.15,2,2,100,0.00692088382613,6.04617500537e-05,0.00680291406192,0.00703848524654,0.00677683255226,0.00706493509999
stress_budget,fire_sale_value_loss,0.3,0,0,100,0,0,0,0,0,0
stress_budget,fire_sale_value_loss,0.3,0,1,100,0,0,0,0,0,0
stress_budget,fire_sale_value_loss,0.3,0,2,100,0,0,0,0,0,0
stress_budget,fire_sale_value_loss,0.3,1,0,100,0.00692084343772,6.04611512547e-05,0.00680287917871,0.00703844395033,0.00677679359051,0.00706489328494
stress_budget,fire_sale_value_loss,0.3,1,1,100,0.00692088382613,6.04617500537e-05,0.00680291406192,0.00703848524654,0.00677683255226,0.00706493509999
stress_budget,fire_sale_value_loss,0.3,1,2,100,0.00692093251431,6.04624904069e-05,0.00680295585224,0.00703853504652,0.00677687947654,0.00706498555208
stress_budget,fire_sale_value_loss,0.3,2,0,100,0.0285194655277,9.62120486985e-05,0.0283223649097,0.0287071392375,0.0282902384848,0.0287486925707
stress_budget,fire_sale_value_loss,0.3,2,1,100,0.028519958321,9.62145383462e-05,0.028322848948,0.0287076030468,0.0282907253464,0.0287491912956
stress_budget,fire_sale_value_loss,0.3,2,2,100,0.0285205528341,9.62178956349e-05,0.0283234288553,0.0287081573435,0.0282913118607,0.0287497938075
stress_budget,liability_reduction,0.1,0,0,100,0,0,0,0,0,0
stress_budget,liability_reduction,0.1,0,1,100,0,0,0,0,0,0
stress_budget,liability_reduction,0.1,0,2,100,0,0,0,0,0,0
stress_budget,liability_reduction,0.1,1,0,100,0.0499630304962,7.6015370521e-05,0.0498156902664,0.0501110262568,0.0498156091936,0.0501104517988
stress_budget,liability_reduction,0.1,1,1,100,0.0499630304962,7.6015370521e-05,0.0498156902664,0.0501110262568,0.0498156091936,0.0501104517988
stress_budget,liability_reduction,0.1,1,2,100,0.0499630304962,7.6015370521e-05,0.0498156902664,0.0501110262568,0.0498156091936,0.0501104517988
stress_budget,liability_reduction,0.1,2,0,100,0.0999260609924,0.00015203074104,0.0996313805328,0.100222052514,0.0996312183872,0.100220903597
stress_budget,liability_reduction,0.1,2,1,100,0.0999260609924,0.00015203074104,0.0996313805328,0.100222052514,0.0996312183872,0.100220903597
stress_budget,liability_reduction,0.1,2,2,100,0.0999260609924,0.00015203074104,0.0996313805328,0.100222052514,0.0996312183872,0.100220903597
stress_budget,liability_reduction,0.15,0,0,100,0,0,0,0,0,0
stress_budget,liability_reduction,0.15,0,1,100,0,0,0,0,0,0
stress_budget,liability_reduction,0.15,0,2,100,0,0,0,0,0,0
stress_budget,liability_reduction,0.15,1,0,100,0.0749445457443,0.000114023055782,0.0747235353996,0.0751665393852,0.0747234137905,0.0751656776981
stress_budget,liability_reduction,0.15,1,1,100,0.0749445457443,0.000114023055782,0.0747235353996,0.0751665393852,0.0747234137905,0.0751656776981
stress_budget,liability_reduction,0.15,1,2,100,0.0749445457443,0.000114023055782,0.0747235353996,0.0751665393852,0.0747234137905,0.0751656776981
stress_budget,liability_reduction,0.15,2,0,100,0.149889091489,0.000228046111564,0.149447070799,0.150333078771,0.149446827581,0.150331355396
stress_budget,liability_reduction,0.15,2,1,100,0.149889091489,0.000228046111564,0.149447070799,0.150333078771,0.149446827581,0.150331355396
stress_budget,liability_reduction,0.15,2,2,100,0.149889091489,0.000228046111564,0.149447070799,0.150333078771,0.149446827581,0.150331355396
stress_budget,liability_reduction,0.3,0,0,100,0,0,0,0,0,0
stress_budget,liability_reduction,0.3,0,1,100,0,0,0,0,0,0
stress_budget,liability_reduction,0.3,0,2,100,0,0,0,0,0,0
stress_budget,liability_reduction,0.3,1,0,100,0.149889091489,0.000228046111564,0.149447070799,0.150333078771,0.149446827581,0.150331355396
stress_budget,liability_reduction,0.3,1,1,100,0.149889091489,0.000228046111564,0.149447070799,0.150333078771,0.149446827581,0.150331355396
stress_budget,liability_reduction,0.3,1,2,100,0.149889091489,0.000228046111564,0.149447070799,0.150333078771,0.149446827581,0.150331355396
stress_budget,liability_reduction,0.3,2,0,100,0.299778182977,0.000456092223128,0.298894141598,0.300666157541,0.298893655162,0.300662710792
stress_budget,liability_reduction,0.3,2,1,100,0.299778182977,0.000456092223128,0.298894141598,0.300666157541,0.298893655162,0.300662710792
stress_budget,liability_reduction,0.3,2,2,100,0.299778182977,0.000456092223128,0.298894141598,0.300666157541,0.298893655162,0.300662710792
