sensitivity,outcome,family,estimand_id,scenario,reference_scenario,transition,funding_intensity,market_intensity,blocks,estimate,block_se,pointwise_lower,pointwise_upper,simultaneous_lower,simultaneous_upper
stress_budget,worst_10pct_mean_equity_loss,scenario_difference_cell,0.1_minus_0.15_funding_2_market_2,0.1,0.15,,2,2,100,-0.0587448803799,0.00329551423755,-0.0651348286845,-0.0522387603976,-0.0669184210578,-0.050571339702
stress_budget,worst_10pct_mean_equity_loss,scenario_difference_cell,0.3_minus_0.15_funding_0_market_1,0.3,0.15,,0,1,100,0.07973637802,0.00502195476728,0.0698158914557,0.0894879390381,0.0672809162577,0.0921918397823
stress_budget,worst_10pct_mean_equity_loss,scenario_difference_cell,0.3_minus_0.15_funding_0_market_2,0.3,0.15,,0,2,100,0.159901930247,0.00962302027691,0.140792750081,0.178606001386,0.13603489706,0.183768963435
stress_budget,worst_10pct_mean_equity_loss,scenario_difference_cell,0.3_minus_0.15_funding_1_market_0,0.3,0.15,,1,0,100,0.00780516430959,6.67058962312e-05,0.00767049191106,0.00793020438249,0.00763972021893,0.00797060840025
stress_budget,worst_10pct_mean_equity_loss,scenario_difference_cell,0.3_minus_0.15_funding_1_market_1,0.3,0.15,,1,1,100,0.0869653769756,0.00497903611707,0.0771496074048,0.0967064227932,0.0746163621311,0.09931439182
stress_budget,worst_10pct_mean_equity_loss,scenario_difference_cell,0.3_minus_0.15_funding_1_market_2,0.3,0.15,,1,2,100,0.166526533789,0.0095362537069,0.147513841535,0.185054959831,0.142874699213,0.190178368364
stress_budget,worst_10pct_mean_equity_loss,scenario_difference_cell,0.3_minus_0.15_funding_2_market_0,0.3,0.15,,2,0,100,0.0274809847694,8.24778548819e-05,0.0273105204907,0.0276337716942,0.0272764230369,0.0276855465019
stress_budget,worst_10pct_mean_equity_loss,scenario_difference_cell,0.3_minus_0.15_funding_2_market_1,0.3,0.15,,2,1,100,0.103913853839,0.00480413429508,0.094422092628,0.113268290675,0.0919986308262,0.115829076852
stress_budget,worst_10pct_mean_equity_loss,scenario_difference_cell,0.3_minus_0.15_funding_2_market_2,0.3,0.15,,2,2,100,0.180641595096,0.00918483424873,0.162337867936,0.198765578873,0.157861351729,0.203421838463
stress_budget,worst_10pct_mean_equity_loss,sensitivity_channel_difference,funding_minus_market_0_to_1,0.1,,0_to_1,,,100,-0.0529451990337,0.00338221715324,-0.0594954151158,-0.0463897046172,-0.0596491714577,-0.0462412266097
