run_id,replication_id,condition_id,calibration_ratio,funding_intensity,market_intensity,price_impact_lambda,market_event_probability,cash_scenario,population,horizon,stress_budget,funding_budget,market_budget,market_event_loss_fraction,target_cumulative_funding,target_cumulative_market_loss,event_count,exit_rate,rmst_days,final_asset_price,asset_price_loss,mean_final_equity,mean_equity_loss,p90_equity_loss,worst_10pct_mean_equity_loss,mean_final_cash,mean_final_liabilities,mean_liability_reduction,mean_total_funding_requested,mean_total_funding_repaid,mean_total_unpaid,mean_forced_sale_proceeds,mean_market_value_loss,mean_fire_sale_value_loss
rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline__sensitivity-0001,sensitivity-0001,rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline,1,0,0,0.15,0.1,baseline,100,30,0.3,0.15,0.15,0,0,0,0,0,30,1,0,1,2.22044604925e-18,0,4.4408920985e-17,0.110341815009,1.17251383331,0,0,0,0,0,0,0
rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline__sensitivity-0002,sensitivity-0002,rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline,1,0,0,0.15,0.1,baseline,100,30,0.3,0.15,0.15,0,0,0,0,0,30,1,0,1,4.4408920985e-18,0,4.4408920985e-17,0.108041180142,1.15398806927,0,0,0,0,0,0,0
rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline__sensitivity-0003,sensitivity-0003,rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline,1,0,0,0.15,0.1,baseline,100,30,0.3,0.15,0.15,0,0,0,0,0,30,1,0,1,0,0,0,0.112389381699,1.22033002369,0,0,0,0,0,0,0
rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline__sensitivity-0004,sensitivity-0004,rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline,1,0,0,0.15,0.1,baseline,100,30,0.3,0.15,0.15,0,0,0,0,0,30,1,0,1,-2.22044604925e-18,0,2.22044604925e-17,0.111378106495,1.16600859115,0,0,0,0,0,0,0
rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline__sensitivity-0005,sensitivity-0005,rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline,1,0,0,0.15,0.1,baseline,100,30,0.3,0.15,0.15,0,0,0,0,0,30,1,0,1,6.66133814775e-18,0,1.11022302463e-16,0.101981209847,1.1627882181,0,0,0,0,0,0,0
rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline__sensitivity-0006,sensitivity-0006,rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline,1,0,0,0.15,0.1,baseline,100,30,0.3,0.15,0.15,0,0,0,0,0,30,1,0,1,8.881784197e-18,0,1.11022302463e-16,0.11030363553,1.13172837827,0,0,0,0,0,0,0
rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline__sensitivity-0007,sensitivity-0007,rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline,1,0,0,0.15,0.1,baseline,100,30,0.3,0.15,0.15,0,0,0,0,0,30,1,0,1,2.22044604925e-18,0,2.22044604925e-17,0.111630807619,1.19129531789,0,0,0,0,0,0,0
rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline__sensitivity-0008,sensitivity-0008,rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline,1,0,0,0.15,0.1,baseline,100,30,0.3,0.15,0.15,0,0,0,0,0,30,1,0,1,-2.22044604925e-18,0,4.4408920985e-17,0.110139451662,1.14809654401,0,0,0,0,0,0,0
rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline__sensitivity-0009,sensitivity-0009,rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline,1,0,0,0.15,0.1,baseline,100,30,0.3,0.15,0.15,0,0,0,0,0,30,1,0,1,0,0,0,0.110655782148,1.23273848426,0,0,0,0,0,0,0
rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline__sensitivity-0010,sensitivity-0010,rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline,1,0,0,0.15,0.1,baseline,100,30,0.3,0.15,0.15,0,0,0,0,0,30,1,0,1,2.22044604925e-18,0,2.22044604925e-17,0.0997907481178,1.08947456675,0,0,0,0,0,0,0
rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline__sensitivity-0011,sensitivity-0011,rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline,1,0,0,0.15,0.1,baseline,100,30,0.3,0.15,0.15,0,0,0,0,0,30,1,0,1,8.881784197e-18,0,1.55431223448e-16,0.10009128939,1.14060201902,0,0,0,0,0,0,0
rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline__sensitivity-0012,sensitivity-0012,rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline,1,0,0,0.15,0.1,baseline,100,30,0.3,0.15,0.15,0,0,0,0,0,30,1,0,1,-2.22044604925e-18,0,0,0.107162110199,1.21512892935,0,0,0,0,0,0,0
rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline__sensitivity-0013,sensitivity-0013,rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline,1,0,0,0.15,0.1,baseline,100,30,0.3,0.15,0.15,0,0,0,0,0,30,1,0,1,-2.22044604925e-18,0,8.881784197e-17,0.110896839717,1.20355808514,0,0,0,0,0,0,0
rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline__sensitivity-0014,sensitivity-0014,rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline,1,0,0,0.15,0.1,baseline,100,30,0.3,0.15,0.15,0,0,0,0,0,30,1,0,1,0,0,8.881784197e-17,0.110627216887,1.19024261147,0,0,0,0,0,0,0
rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline__sensitivity-0015,sensitivity-0015,rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline,1,0,0,0.15,0.1,baseline,100,30,0.3,0.15,0.15,0,0,0,0,0,30,1,0,1,-2.22044604925e-18,0,0,0.110210077817,1.18819221813,0,0,0,0,0,0,0
rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline__sensitivity-0016,sensitivity-0016,rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline,1,0,0,0.15,0.1,baseline,100,30,0.3,0.15,0.15,0,0,0,0,0,30,1,0,1,0,0,0,0.113837716504,1.16827317824,0,0,0,0,0,0,0
rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline__sensitivity-0017,sensitivity-0017,rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline,1,0,0,0.15,0.1,baseline,100,30,0.3,0.15,0.15,0,0,0,0,0,30,1,0,1,0,0,0,0.109200287975,1.1955705732,0,0,0,0,0,0,0
rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline__sensitivity-0018,sensitivity-0018,rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline,1,0,0,0.15,0.1,baseline,100,30,0.3,0.15,0.15,0,0,0,0,0,30,1,0,1,-2.22044604925e-18,0,0,0.112499230846,1.20326093117,0,0,0,0,0,0,0
rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline__sensitivity-0019,sensitivity-0019,rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline,1,0,0,0.15,0.1,baseline,100,30,0.3,0.15,0.15,0,0,0,0,0,30,1,0,1,4.4408920985e-18,0,4.4408920985e-17,0.110650001004,1.19490686507,0,0,0,0,0,0,0
rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline__sensitivity-0020,sensitivity-0020,rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline,1,0,0,0.15,0.1,baseline,100,30,0.3,0.15,0.15,0,0,0,0,0,30,1,0,1,2.22044604925e-18,0,4.4408920985e-17,0.111572832106,1.23626302751,0,0,0,0,0,0,0
rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline__sensitivity-0021,sensitivity-0021,rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline,1,0,0,0.15,0.1,baseline,100,30,0.3,0.15,0.15,0,0,0,0,0,30,1,0,1,4.4408920985e-18,0,4.4408920985e-17,0.115515653073,1.23109024971,0,0,0,0,0,0,0
rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline__sensitivity-0022,sensitivity-0022,rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline,1,0,0,0.15,0.1,baseline,100,30,0.3,0.15,0.15,0,0,0,0,0,30,1,0,1,-2.22044604925e-18,0,0,0.114284621096,1.28194515906,0,0,0,0,0,0,0
rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline__sensitivity-0023,sensitivity-0023,rho_1_fund_0_market_0_lambda_0p15_p_0p1_cash_baseline,1,0,0,0.15,0.1,baseline,100,30,0.3,0.15,0.15,0,0,0,0,0,30,1,0,1,4.4408920985e-18,0,4.4408920985e-17,0.110076169237,1.22070766763,0,0,0,0,0,0,0
