sensitivity,outcome,scenario,funding_intensity,market_intensity,blocks,estimate,block_se,pointwise_lower,pointwise_upper,simultaneous_lower,simultaneous_upper
high_impact,asset_price_loss,0.15,0,1,100,0.0392118711553,0.00200519930941,0.035455699309,0.0431661046572,0.0345592667263,0.0438644755844
high_impact,asset_price_loss,0.15,0,2,100,0.0782140252876,0.00391123548784,0.0708255011708,0.085934387791,0.0691389016985,0.0872891488768
high_impact,asset_price_loss,0.15,1,0,100,0.00034179158677,7.09409949854e-06,0.000327472168494,0.000355878530777,0.000325331358307,0.000358251815233
high_impact,asset_price_loss,0.15,1,1,100,0.0395518911542,0.00200529289163,0.035785762664,0.0435029509361,0.0348990695891,0.0442047127193
high_impact,asset_price_loss,0.15,1,2,100,0.0785522237777,0.0039112293722,0.0711539340083,0.0862701111188,0.0694771143784,0.0876273331769
high_impact,asset_price_loss,0.15,2,0,100,0.00334202000462,2.54879385935e-05,0.0032923419042,0.00338942901911,0.00328288109737,0.00340115891188
high_impact,asset_price_loss,0.15,2,1,100,0.0425270171296,0.00200303291287,0.0387569812693,0.0464760465408,0.0378794393261,0.047174594933
high_impact,asset_price_loss,0.15,2,2,100,0.0815017421495,0.00390761945136,0.0741019658823,0.08921191714,0.0724350087425,0.0905684755566
high_impact,asset_price_loss,0.3,0,0,100,0,0,0,0,0,0
high_impact,asset_price_loss,0.3,0,1,100,0.0392118711553,0.00200519930941,0.035455699309,0.0431661046572,0.0345592667263,0.0438644755844
high_impact,asset_price_loss,0.3,0,2,100,0.0782140252876,0.00391123548784,0.0708255011708,0.085934387791,0.0691389016985,0.0872891488768
high_impact,asset_price_loss,0.3,1,0,100,0.000683594300193,1.4188589248e-05,0.000654954843652,0.000711769091743,0.000650672937779,0.000716515662606
high_impact,asset_price_loss,0.3,1,1,100,0.0398919226625,0.00200541125207,0.0361221039909,0.0438417413646,0.0352388264692,0.0445450188558
high_impact,asset_price_loss,0.3,1,2,100,0.0788904341995,0.00391123583915,0.0714823780746,0.0866050214852,0.0698153097952,0.0879655586038
high_impact,asset_price_loss,0.3,2,0,100,0.00668480498773,5.0986536728e-05,0.00658542809192,0.00677964699967,0.00656650244021,0.00680310753526
high_impact,asset_price_loss,0.3,2,1,100,0.0458429530629,0.00200118197731,0.0420690695783,0.0497848145057,0.0411996699302,0.0504862361955
high_impact,asset_price_loss,0.3,2,2,100,0.0847902767385,0.00390416323589,0.0773790659711,0.092498634906,0.0757315626856,0.0938489907914
high_impact,market_value_loss,0.15,0,0,100,0,0,0,0,0,0
high_impact,market_value_loss,0.15,0,1,100,0.0819454469653,0.00425140752634,0.0738940100634,0.0906969533229,0.0735257456137,0.0903651483169
