calibration_ratio,liquidity_intensity,market_intensity,day,mean_survival,sd_survival,runs
2,1,2,21,0.72415,0.249548894515,200
2,1,2,22,0.66095,0.267182578307,200
2,1,2,23,0.59345,0.278675253629,200
2,1,2,24,0.52965,0.274518083907,200
2,1,2,25,0.4699,0.274138192786,200
2,1,2,26,0.40815,0.257635318399,200
2,1,2,27,0.34715,0.244238900881,200
2,1,2,28,0.29615,0.225503740958,200
2,1,2,29,0.2462,0.2096552806,200
2,1,2,30,0.20125,0.193471168304,200
2,2,0,1,1,0,200
2,2,0,2,1,0,200
2,2,0,3,1,0,200
2,2,0,4,1,0,200
2,2,0,5,1,0,200
2,2,0,6,0.99995,0.000707106781187,200
2,2,0,7,0.99825,0.00430466616055,200
2,2,0,8,0.98715,0.0118778329073,200
2,2,0,9,0.9591,0.0218075179513,200
2,2,0,10,0.9125,0.031122226219,200
2,2,0,11,0.84865,0.0354820005328,200
2,2,0,12,0.76775,0.0462724887604,200
2,2,0,13,0.6773,0.0485644161147,200
2,2,0,14,0.58375,0.0480936847472,200
2,2,0,15,0.48825,0.0493824933885,200
2,2,0,16,0.40025,0.050568998587,200
2,2,0,17,0.3218,0.0484406075758,200
2,2,0,18,0.25385,0.0433134827617,200
2,2,0,19,0.193,0.0396593535198,200
2,2,0,20,0.1468,0.0332609599574,200
2,2,0,21,0.1093,0.0301672057292,200
2,2,0,22,0.07575,0.0266455894509,200
2,2,0,23,0.05285,0.0224028331841,200
2,2,0,24,0.0354,0.0186703753196,200
2,2,0,25,0.022,0.0152368239479,200
2,2,0,26,0.01305,0.0110365996876,200
2,2,0,27,0.00765,0.00820451524173,200
2,2,0,28,0.0042,0.00644731255609,200
2,2,0,29,0.00205,0.00451658028684,200
2,2,0,30,0.00105,0.00307322690638,200
2,2,1,1,1,0,200
2,2,1,2,1,0,200
2,2,1,3,1,0,200
2,2,1,4,1,0,200
2,2,1,5,1,0,200
2,2,1,6,0.99995,0.000707106781187,200
2,2,1,7,0.99825,0.00430466616055,200
2,2,1,8,0.98715,0.0118778329073,200
2,2,1,9,0.9591,0.0218075179513,200
2,2,1,10,0.9125,0.031122226219,200
2,2,1,11,0.84865,0.0354820005328,200
2,2,1,12,0.7667,0.0472043563274,200
2,2,1,13,0.6743,0.0506789084215,200
2,2,1,14,0.5766,0.0548954236498,200
2,2,1,15,0.4771,0.0576908238438,200
2,2,1,16,0.3802,0.0677266156866,200
2,2,1,17,0.299,0.0658534996571,200
2,2,1,18,0.22715,0.0601286518547,200
2,2,1,19,0.16465,0.0562020538261,200
2,2,1,20,0.1168,0.0496091254371,200
2,2,1,21,0.08095,0.0428107615738,200
2,2,1,22,0.0511,0.034067476643,200
2,2,1,23,0.0307,0.0267222828742,200
2,2,1,24,0.0178,0.0184625112487,200
2,2,1,25,0.0093,0.0127799308748,200
2,2,1,26,0.00455,0.00819348313168,200
2,2,1,27,0.0019,0.00495101634153,200
2,2,1,28,0.00065,0.00284922629011,200
2,2,1,29,0.0003,0.00198233403875,200
2,2,1,30,5e-05,0.000707106781187,200
2,2,2,1,1,0,200
2,2,2,2,1,0,200
2,2,2,3,1,0,200
2,2,2,4,1,0,200
2,2,2,5,1,0,200
2,2,2,6,0.99995,0.000707106781187,200
2,2,2,7,0.99815,0.00437874032504,200
2,2,2,8,0.98395,0.0283179631184,200
2,2,2,9,0.95115,0.0472263607081,200
2,2,2,10,0.89555,0.0751661309113,200
2,2,2,11,0.81335,0.112197230772,200
2,2,2,12,0.7083,0.152299328387,200
2,2,2,13,0.5976,0.163557314037,200
2,2,2,14,0.4827,0.169592209691,200
2,2,2,15,0.36835,0.164658249705,200
2,2,2,16,0.27565,0.149187337965,200
2,2,2,17,0.20595,0.126001904349,200
2,2,2,18,0.14465,0.102584087338,200
2,2,2,19,0.09835,0.0815969842531,200
2,2,2,20,0.0641,0.0624072376939,200
2,2,2,21,0.0425,0.0485234233445,200
2,2,2,22,0.02615,0.0349684351564,200
2,2,2,23,0.0145,0.0224335982771,200
2,2,2,24,0.0079,0.0142691289223,200
2,2,2,25,0.0042,0.00920781839515,200
2,2,2,26,0.00145,0.00452769256907,200
2,2,2,27,0.00045,0.00230740560002,200
2,2,2,28,5e-05,0.000707106781187,200
2,2,2,29,5e-05,0.000707106781187,200
2,2,2,30,0,0,200
