outcome,family,estimand_id,calibration_ratio,price_impact_lambda,transition,conditioning_intensity,funding_intensity,market_intensity,blocks,estimate,block_se,pointwise_lower,pointwise_upper,simultaneous_lower,simultaneous_upper
mean_equity_loss,funding_local_cell,funding_1_to_2_given_market_0,1,0,1_to_2,0,,0,200,-3.38618022513e-19,4.65151140902e-18,-9.8428210027e-18,8.41882119574e-18,-1.27634531238e-17,1.20862170788e-17
mean_equity_loss,funding_local_cell,funding_1_to_2_given_market_1,1,0,1_to_2,1,,1,200,-0.000316440737267,1.84767900301e-05,-0.000352227826988,-0.000280223795623,-0.000365794817939,-0.000267086656596
mean_equity_loss,funding_local_cell,funding_1_to_2_given_market_2,1,0,1_to_2,2,,2,200,-0.000640787942457,3.73032597466e-05,-0.00071279299394,-0.000567777755015,-0.000740430146966,-0.000541145737949
mean_equity_loss,funding_local_cell,funding_0_to_1_given_market_0,1,0.15,0_to_1,0,,0,200,0.000679096872162,9.9932650986e-06,0.000660018073304,0.000699257421854,0.000652403468652,0.000705790275672
mean_equity_loss,funding_local_cell,funding_0_to_1_given_market_1,1,0.15,0_to_1,1,,1,200,0.000653693442377,9.70608207008e-06,0.000634938445113,0.000673364164228,0.000627767144751,0.000679619740003
mean_equity_loss,funding_local_cell,funding_0_to_1_given_market_2,1,0.15,0_to_1,2,,2,200,0.000627567980366,9.81715365966e-06,0.000608165655453,0.000647671052146,0.000601344995048,0.000653790965684
mean_equity_loss,funding_local_cell,funding_1_to_2_given_market_0,1,0.15,1_to_2,0,,0,200,0.00610127273789,3.25202138304e-05,0.00604027892507,0.00616355986284,0.00601440671548,0.00618813876031
mean_equity_loss,funding_local_cell,funding_1_to_2_given_market_1,1,0.15,1_to_2,1,,1,200,0.00573738284196,3.7977429032e-05,0.00566298252751,0.00581092703393,0.00563593983735,0.00583882584657
mean_equity_loss,funding_local_cell,funding_1_to_2_given_market_2,1,0.15,1_to_2,2,,2,200,0.00536440215171,5.25564445111e-05,0.00525928120481,0.0054656282253,0.00522401656536,0.00550478773805
mean_equity_loss,funding_local_cell,funding_0_to_1_given_market_0,2,0,0_to_1,0,,0,200,3.05866443285e-18,2.83166591861e-18,-2.69825828347e-18,8.46572811852e-18,-4.50510979169e-18,1.06224386574e-17
mean_equity_loss,funding_local_cell,funding_0_to_1_given_market_1,2,0,0_to_1,1,,1,200,-5.3820215096e-05,3.63142810821e-06,-6.08773479856e-05,-4.6610399977e-05,-6.35202655654e-05,-4.41201646266e-05
mean_equity_loss,funding_local_cell,funding_0_to_1_given_market_2,2,0,0_to_1,2,,2,200,-0.000108593789864,7.31655773651e-06,-0.000122831345547,-9.40796350212e-05,-0.000128137335046,-8.90502446823e-05
mean_equity_loss,funding_local_cell,funding_1_to_2_given_market_0,2,0,1_to_2,0,,0,200,7.54951656738e-19,5.4555479235e-18,-1.00366936984e-17,1.15182863247e-17,-1.38175770068e-17,1.53274803203e-17
mean_equity_loss,funding_local_cell,funding_1_to_2_given_market_1,2,0,1_to_2,1,,1,200,-0.000460989532186,2.5037419334e-05,-0.000509049793885,-0.000411843564341,-0.000527867967866,-0.000394111096505
mean_equity_loss,funding_local_cell,funding_1_to_2_given_market_2,2,0,1_to_2,2,,2,200,-0.000929087269087,5.0341750961e-05,-0.00102578097006,-0.00083026158409,-0.00106355710037,-0.000794617437799
mean_equity_loss,funding_local_cell,funding_0_to_1_given_market_0,2,0.15,0_to_1,0,,0,200,0.00200055581332,1.99538661236e-05,0.00196127757455,0.00203945027272,0.00194725625659,0.00205385537005
mean_equity_loss,funding_local_cell,funding_0_to_1_given_market_1,2,0.15,0_to_1,1,,1,200,0.00193866387149,1.97002336793e-05,0.0018999866976,0.00197818166021,0.00188604180236,0.00199128594062
mean_equity_loss,funding_local_cell,funding_0_to_1_given_market_2,2,0.15,0_to_1,2,,2,200,0.00187567564716,2.03340024873e-05,0.00183574072948,0.00191734744155,0.00182136069323,0.00192999060108
mean_equity_loss,funding_local_cell,funding_1_to_2_given_market_0,2,0.15,1_to_2,0,,0,200,0.0115076580044,3.67209422567e-05,0.0114358164462,0.0115796098377,0.011409571251,0.0116057447577
mean_equity_loss,funding_local_cell,funding_1_to_2_given_market_1,2,0.15,1_to_2,1,,1,200,0.0109775556921,4.69885476982e-05,0.0108831122323,0.0110698986952,0.010852042734,0.0111030686503
mean_equity_loss,funding_local_cell,funding_1_to_2_given_market_2,2,0.15,1_to_2,2,,2,200,0.0104392812167,6.90050451696e-05,0.0103065404438,0.0105739089217,0.0102549591261,0.0106236033073
