outcome,calibration_ratio,price_impact_lambda,funding_intensity,market_intensity,blocks,estimate,block_se,pointwise_lower,pointwise_upper,simultaneous_lower,simultaneous_upper
market_value_loss,2,0,2,1,200,0.0476963625966,0.00175013592875,0.0441874740341,0.0510149479336,0.044260479432,0.0511322457611
market_value_loss,2,0,2,2,200,0.0953939120187,0.00346038451061,0.0884733901621,0.101969734577,0.0886004529007,0.102187371137
market_value_loss,2,0.15,0,0,200,0,0,0,0,0,0
market_value_loss,2,0.15,0,1,200,0.0482111723438,0.0017681622431,0.0446983484063,0.0515657409445,0.044739899751,0.0516824449367
market_value_loss,2,0.15,0,2,200,0.0964315930776,0.00349657262439,0.0894663020032,0.103076712219,0.0895670891174,0.103296097038
market_value_loss,2,0.15,1,0,200,0,0,0,0,0,0
market_value_loss,2,0.15,1,1,200,0.0481492788845,0.00176601140102,0.0446432662024,0.0515040050609,0.0446822288449,0.0516163289242
market_value_loss,2,0.15,1,2,200,0.0963067097833,0.00349224587483,0.0893440016509,0.102942208685,0.0894507001381,0.103162719428
market_value_loss,2,0.15,2,0,200,0,0,0,0,0,0
market_value_loss,2,0.15,2,1,200,0.0476191303773,0.00174745484176,0.0441097204538,0.0509263584045,0.0441885107477,0.0510497500068
market_value_loss,2,0.15,2,2,200,0.0952382377749,0.00345500317869,0.0883234900742,0.101790744213,0.0884553433379,0.102021132212
fire_sale_value_loss,0.5,0,0,0,200,0,0,0,0,0,0
fire_sale_value_loss,0.5,0,0,1,200,0,0,0,0,0,0
fire_sale_value_loss,0.5,0,0,2,200,0,0,0,0,0,0
fire_sale_value_loss,0.5,0,1,0,200,0,0,0,0,0,0
fire_sale_value_loss,0.5,0,1,1,200,0,0,0,0,0,0
fire_sale_value_loss,0.5,0,1,2,200,0,0,0,0,0,0
fire_sale_value_loss,0.5,0,2,0,200,0,0,0,0,0,0
fire_sale_value_loss,0.5,0,2,1,200,0,0,0,0,0,0
fire_sale_value_loss,0.5,0,2,2,200,0,0,0,0,0,0
fire_sale_value_loss,0.5,0.15,0,0,200,0,0,0,0,0,0
fire_sale_value_loss,0.5,0.15,0,1,200,0,0,0,0,0,0
fire_sale_value_loss,0.5,0.15,0,2,200,0,0,0,0,0,0
fire_sale_value_loss,0.5,0.15,1,0,200,7.69529153397e-05,2.37959271825e-06,7.2402125714e-05,8.15856797981e-05,7.13504162335e-05,8.25554144458e-05
fire_sale_value_loss,0.5,0.15,1,1,200,7.69529259073e-05,2.37959317947e-06,7.24021344663e-05,8.15856916086e-05,7.13504257153e-05,8.25554260994e-05
fire_sale_value_loss,0.5,0.15,1,2,200,7.6952937862e-05,2.37959369904e-06,7.24021443379e-05,8.15857049797e-05,7.13504364467e-05,8.25554392774e-05
fire_sale_value_loss,0.5,0.15,2,0,200,0.00200055581332,1.9902884658e-05,0.00196069385642,0.00203834598701,0.00195369657869,0.00204741504795
fire_sale_value_loss,0.5,0.15,2,1,200,0.0020005589415,1.99029363975e-05,0.00196069676411,0.00203834917366,0.00195369958506,0.00204741829795
fire_sale_value_loss,0.5,0.15,2,2,200,0.00200056247986,1.99029948228e-05,0.00196070003602,0.00203835277342,0.00195370298586,0.00204742197386
fire_sale_value_loss,1,0,0,0,200,0,0,0,0,0,0
fire_sale_value_loss,1,0,0,1,200,0,0,0,0,0,0
fire_sale_value_loss,1,0,0,2,200,0,0,0,0,0,0
fire_sale_value_loss,1,0,1,0,200,0,0,0,0,0,0
fire_sale_value_loss,1,0,1,1,200,0,0,0,0,0,0
fire_sale_value_loss,1,0,1,2,200,0,0,0,0,0,0
fire_sale_value_loss,1,0,2,0,200,0,0,0,0,0,0
fire_sale_value_loss,1,0,2,1,200,0,0,0,0,0,0
fire_sale_value_loss,1,0,2,2,200,0,0,0,0,0,0
fire_sale_value_loss,1,0.15,0,0,200,0,0,0,0,0,0
fire_sale_value_loss,1,0.15,0,1,200,0,0,0,0,0,0
fire_sale_value_loss,1,0.15,0,2,200,0,0,0,0,0,0
fire_sale_value_loss,1,0.15,1,0,200,0.000679096872162,9.73962213702e-06,0.00065982485262,0.000697534475832,0.000656165963062,0.000702027781262
fire_sale_value_loss,1,0.15,1,1,200,0.000679097215193,9.73963041236e-06,0.000659825175569,0.000697534840923,0.00065616628661,0.000702028143776
fire_sale_value_loss,1,0.15,1,2,200,0.000679097590978,9.73963944768e-06,0.000659825529341,0.000697535241402,0.000656166641122,0.000702028540834
fire_sale_value_loss,1,0.15,2,0,200,0.00678036961006,3.88831560893e-05,0.00670663645047,0.00685535679033,0.00668882333595,0.00687191588416
fire_sale_value_loss,1,0.15,2,1,200,0.00678039068897,3.88833534934e-05,0.00670665751083,0.00685537615975,0.0066888439501,0.00687193742784
fire_sale_value_loss,1,0.15,2,2,200,0.00678041376752,3.88835707784e-05,0.00670668058264,0.0068553973125,0.00668886651708,0.00687196101797
fire_sale_value_loss,2,0,0,0,200,0,0,0,0,0,0
fire_sale_value_loss,2,0,0,1,200,0,0,0,0,0,0
fire_sale_value_loss,2,0,0,2,200,0,0,0,0,0,0
fire_sale_value_loss,2,0,1,0,200,0,0,0,0,0,0
fire_sale_value_loss,2,0,1,1,200,0,0,0,0,0,0
fire_sale_value_loss,2,0,1,2,200,0,0,0,0,0,0
fire_sale_value_loss,2,0,2,0,200,0,0,0,0,0,0
fire_sale_value_loss,2,0,2,1,200,0,0,0,0,0,0
fire_sale_value_loss,2,0,2,2,200,0,0,0,0,0,0
fire_sale_value_loss,2,0.15,0,0,200,0,0,0,0,0,0
fire_sale_value_loss,2,0.15,0,1,200,0,0,0,0,0,0
fire_sale_value_loss,2,0.15,0,2,200,0,0,0,0,0,0
fire_sale_value_loss,2,0.15,1,0,200,0.00200055581332,1.9902884658e-05,0.00196069385642,0.00203834598701,0.00195369657869,0.00204741504795
fire_sale_value_loss,2,0.15,1,1,200,0.00200055733078,1.99029097684e-05,0.0019606952687,0.00203834753333,0.00195369803703,0.00204741662453
fire_sale_value_loss,2,0.15,1,2,200,0.0020005589415,1.99029363975e-05,0.00196069676411,0.00203834917366,0.00195369958506,0.00204741829795
fire_sale_value_loss,2,0.15,2,0,200,0.0135082138177,5.02556112373e-05,0.0134103732398,0.0136065600655,0.013389892302,0.0136265353333
fire_sale_value_loss,2,0.15,2,1,200,0.0135082615302,5.02559010346e-05,0.0134104223767,0.0136066120928,0.0133899393322,0.0136265837281
fire_sale_value_loss,2,0.15,2,2,200,0.0135083121666,5.02562118048e-05,0.0134104745578,0.0136066673944,0.013389989237,0.0136266350962
liability_reduction,0.5,0,0,0,200,0,0,0,0,0,0
liability_reduction,0.5,0,0,1,200,0,0,0,0,0,0
liability_reduction,0.5,0,0,2,200,0,0,0,0,0,0
liability_reduction,0.5,0,1,0,200,0.0499325450065,5.21103065137e-05,0.0498313936467,0.0500339311108,0.0498313374341,0.0500337525789
liability_reduction,0.5,0,1,1,200,0.0499325450065,5.21103065137e-05,0.0498313936467,0.0500339311108,0.0498313374341,0.0500337525789
liability_reduction,0.5,0,1,2,200,0.0499325450065,5.21103065137e-05,0.0498313936467,0.0500339311108,0.0498313374341,0.0500337525789
liability_reduction,0.5,0,2,0,200,0.099865090013,0.000104220613026,0.0996627872934,0.100067862222,0.0996626748682,0.100067505158
liability_reduction,0.5,0,2,1,200,0.099865090013,0.000104220613026,0.0996627872934,0.100067862222,0.0996626748682,0.100067505158
liability_reduction,0.5,0,2,2,200,0.099865090013,0.000104220613026,0.0996627872934,0.100067862222,0.0996626748682,0.100067505158
liability_reduction,0.5,0.15,0,0,200,0,0,0,0,0,0
liability_reduction,0.5,0.15,0,1,200,0,0,0,0,0,0
liability_reduction,0.5,0.15,0,2,200,0,0,0,0,0,0
liability_reduction,0.5,0.15,1,0,200,0.0499325450065,5.21103065137e-05,0.0498313936467,0.0500339311108,0.0498313374341,0.0500337525789
liability_reduction,0.5,0.15,1,1,200,0.0499325450065,5.21103065137e-05,0.0498313936467,0.0500339311108,0.0498313374341,0.0500337525789
liability_reduction,0.5,0.15,1,2,200,0.0499325450065,5.21103065137e-05,0.0498313936467,0.0500339311108,0.0498313374341,0.0500337525789
liability_reduction,0.5,0.15,2,0,200,0.099865090013,0.000104220613026,0.0996627872934,0.100067862222,0.0996626748682,0.100067505158
liability_reduction,0.5,0.15,2,1,200,0.099865090013,0.000104220613026,0.0996627872934,0.100067862222,0.0996626748682,0.100067505158
liability_reduction,0.5,0.15,2,2,200,0.099865090013,0.000104220613026,0.0996627872934,0.100067862222,0.0996626748682,0.100067505158
liability_reduction,1,0,0,0,200,0,0,0,0,0,0
liability_reduction,1,0,0,1,200,0,0,0,0,0,0
liability_reduction,1,0,0,2,200,0,0,0,0,0,0
liability_reduction,1,0,1,0,200,0.0748988175098,7.81654597706e-05,0.0747470904701,0.0750508966662,0.0747470061511,0.0750506288684
liability_reduction,1,0,1,1,200,0.0748988175098,7.81654597706e-05,0.0747470904701,0.0750508966662,0.0747470061511,0.0750506288684
liability_reduction,1,0,1,2,200,0.0748988175098,7.81654597706e-05,0.0747470904701,0.0750508966662,0.0747470061511,0.0750506288684
liability_reduction,1,0,2,0,200,0.14979763502,0.00015633091954,0.14949418094,0.150101793332,0.149494012302,0.150101257737
liability_reduction,1,0,2,1,200,0.14979763502,0.00015633091954,0.14949418094,0.150101793332,0.149494012302,0.150101257737
liability_reduction,1,0,2,2,200,0.14979763502,0.00015633091954,0.14949418094,0.150101793332,0.149494012302,0.150101257737
liability_reduction,1,0.15,0,0,200,0,0,0,0,0,0
liability_reduction,1,0.15,0,1,200,0,0,0,0,0,0
liability_reduction,1,0.15,0,2,200,0,0,0,0,0,0
liability_reduction,1,0.15,1,0,200,0.0748988175098,7.81654597706e-05,0.0747470904701,0.0750508966662,0.0747470061511,0.0750506288684
liability_reduction,1,0.15,1,1,200,0.0748988175098,7.81654597706e-05,0.0747470904701,0.0750508966662,0.0747470061511,0.0750506288684
liability_reduction,1,0.15,1,2,200,0.0748988175098,7.81654597706e-05,0.0747470904701,0.0750508966662,0.0747470061511,0.0750506288684
liability_reduction,1,0.15,2,0,200,0.14979763502,0.00015633091954,0.14949418094,0.150101793332,0.149494012302,0.150101257737
liability_reduction,1,0.15,2,1,200,0.14979763502,0.00015633091954,0.14949418094,0.150101793332,0.149494012302,0.150101257737
liability_reduction,1,0.15,2,2,200,0.14979763502,0.00015633091954,0.14949418094,0.150101793332,0.149494012302,0.150101257737
liability_reduction,2,0,0,0,200,0,0,0,0,0,0
liability_reduction,2,0,0,1,200,0,0,0,0,0,0
liability_reduction,2,0,0,2,200,0,0,0,0,0,0
liability_reduction,2,0,1,0,200,0.099865090013,0.000104220613026,0.0996627872934,0.100067862222,0.0996626748682,0.100067505158
liability_reduction,2,0,1,1,200,0.099865090013,0.000104220613026,0.0996627872934,0.100067862222,0.0996626748682,0.100067505158
liability_reduction,2,0,1,2,200,0.099865090013,0.000104220613026,0.0996627872934,0.100067862222,0.0996626748682,0.100067505158
liability_reduction,2,0,2,0,200,0.199730180026,0.000208441226056,0.199325574587,0.200135724443,0.199325349736,0.200135010316
liability_reduction,2,0,2,1,200,0.199730180026,0.000208441226056,0.199325574587,0.200135724443,0.199325349736,0.200135010316
liability_reduction,2,0,2,2,200,0.199730180026,0.000208441226056,0.199325574587,0.200135724443,0.199325349736,0.200135010316
liability_reduction,2,0.15,0,0,200,0,0,0,0,0,0
liability_reduction,2,0.15,0,1,200,0,0,0,0,0,0
liability_reduction,2,0.15,0,2,200,0,0,0,0,0,0
liability_reduction,2,0.15,1,0,200,0.099865090013,0.000104220613026,0.0996627872934,0.100067862222,0.0996626748682,0.100067505158
liability_reduction,2,0.15,1,1,200,0.099865090013,0.000104220613026,0.0996627872934,0.100067862222,0.0996626748682,0.100067505158
liability_reduction,2,0.15,1,2,200,0.099865090013,0.000104220613026,0.0996627872934,0.100067862222,0.0996626748682,0.100067505158
liability_reduction,2,0.15,2,0,200,0.199730180026,0.000208441226056,0.199325574587,0.200135724443,0.199325349736,0.200135010316
liability_reduction,2,0.15,2,1,200,0.199730180026,0.000208441226056,0.199325574587,0.200135724443,0.199325349736,0.200135010316
liability_reduction,2,0.15,2,2,200,0.199730180026,0.000208441226056,0.199325574587,0.200135724443,0.199325349736,0.200135010316
forced_sale_proceeds,0.5,0,0,0,200,0,0,0,0,0,0
forced_sale_proceeds,0.5,0,0,1,200,0,0,0,0,0,0
forced_sale_proceeds,0.5,0,0,2,200,0,0,0,0,0,0
forced_sale_proceeds,0.5,0,1,0,200,0.000513017863072,1.65816297863e-05,0.000480086982152,0.000544818168505,0.000473345283302,0.000552690442843
forced_sale_proceeds,0.5,0,1,1,200,0.000513017863072,1.65816297863e-05,0.000480086982152,0.000544818168505,0.000473345283302,0.000552690442843
forced_sale_proceeds,0.5,0,1,2,200,0.000513017863072,1.65816297863e-05,0.000480086982152,0.000544818168505,0.000473345283302,0.000552690442843
forced_sale_proceeds,0.5,0,2,0,200,0.0133365556402,0.000141150467459,0.0130637999002,0.0136065776645,0.0129988443747,0.0136742669057
forced_sale_proceeds,0.5,0,2,1,200,0.0133365556402,0.000141150467459,0.0130637999002,0.0136065776645,0.0129988443747,0.0136742669057
forced_sale_proceeds,0.5,0,2,2,200,0.0133365556402,0.000141150467459,0.0130637999002,0.0136065776645,0.0129988443747,0.0136742669057
forced_sale_proceeds,0.5,0.15,0,0,200,0,0,0,0,0,0
forced_sale_proceeds,0.5,0.15,0,1,200,0,0,0,0,0,0
forced_sale_proceeds,0.5,0.15,0,2,200,0,0,0,0,0,0
forced_sale_proceeds,0.5,0.15,1,0,200,0.000513017863072,1.65816297863e-05,0.000480086982152,0.000544818168505,0.000473345283302,0.000552690442843
forced_sale_proceeds,0.5,0.15,1,1,200,0.000513017863072,1.65816297863e-05,0.000480086982152,0.000544818168505,0.000473345283302,0.000552690442843
forced_sale_proceeds,0.5,0.15,1,2,200,0.000513017863072,1.65816297863e-05,0.000480086982152,0.000544818168505,0.000473345283302,0.000552690442843
forced_sale_proceeds,0.5,0.15,2,0,200,0.0133365556402,0.000141150467459,0.0130637999002,0.0136065776645,0.0129988443747,0.0136742669057
forced_sale_proceeds,0.5,0.15,2,1,200,0.0133365556402,0.000141150467459,0.0130637999002,0.0136065776645,0.0129988443747,0.0136742669057
forced_sale_proceeds,0.5,0.15,2,2,200,0.0133365556402,0.000141150467459,0.0130637999002,0.0136065776645,0.0129988443747,0.0136742669057
forced_sale_proceeds,1,0,0,0,200,0,0,0,0,0,0
forced_sale_proceeds,1,0,0,1,200,0,0,0,0,0,0
forced_sale_proceeds,1,0,0,2,200,0,0,0,0,0,0
forced_sale_proceeds,1,0,1,0,200,0.00452724248296,6.9044732921e-05,0.00439084787931,0.00466184891417,0.00436204866849,0.00469243629743
forced_sale_proceeds,1,0,1,1,200,0.00452724248296,6.9044732921e-05,0.00439084787931,0.00466184891417,0.00436204866849,0.00469243629743
forced_sale_proceeds,1,0,1,2,200,0.00452724248296,6.9044732921e-05,0.00439084787931,0.00466184891417,0.00436204866849,0.00469243629743
forced_sale_proceeds,1,0,2,0,200,0.0451979199808,0.00026631309717,0.0446810876706,0.0457250876321,0.0445607493451,0.0458350906165
forced_sale_proceeds,1,0,2,1,200,0.0451979199808,0.00026631309717,0.0446810876706,0.0457250876321,0.0445607493451,0.0458350906165
forced_sale_proceeds,1,0,2,2,200,0.0451979199808,0.00026631309717,0.0446810876706,0.0457250876321,0.0445607493451,0.0458350906165
forced_sale_proceeds,1,0.15,0,0,200,0,0,0,0,0,0
forced_sale_proceeds,1,0.15,0,1,200,0,0,0,0,0,0
forced_sale_proceeds,1,0.15,0,2,200,0,0,0,0,0,0
forced_sale_proceeds,1,0.15,1,0,200,0.00452724248296,6.9044732921e-05,0.00439084787931,0.00466184891417,0.00436204866849,0.00469243629743
forced_sale_proceeds,1,0.15,1,1,200,0.00452724248296,6.9044732921e-05,0.00439084787931,0.00466184891417,0.00436204866849,0.00469243629743
forced_sale_proceeds,1,0.15,1,2,200,0.00452724248296,6.9044732921e-05,0.00439084787931,0.00466184891417,0.00436204866849,0.00469243629743
forced_sale_proceeds,1,0.15,2,0,200,0.0451979199808,0.00026631309717,0.0446810876706,0.0457250876321,0.0445607493451,0.0458350906165
forced_sale_proceeds,1,0.15,2,1,200,0.0451979199808,0.00026631309717,0.0446810876706,0.0457250876321,0.0445607493451,0.0458350906165
forced_sale_proceeds,1,0.15,2,2,200,0.0451979199808,0.00026631309717,0.0446810876706,0.0457250876321,0.0445607493451,0.0458350906165
forced_sale_proceeds,2,0,0,0,200,0,0,0,0,0,0
forced_sale_proceeds,2,0,0,1,200,0,0,0,0,0,0
forced_sale_proceeds,2,0,0,2,200,0,0,0,0,0,0
forced_sale_proceeds,2,0,1,0,200,0.0133365556402,0.000141150467459,0.0130637999002,0.0136065776645,0.0129988443747,0.0136742669057
forced_sale_proceeds,2,0,1,1,200,0.0133365556402,0.000141150467459,0.0130637999002,0.0136065776645,0.0129988443747,0.0136742669057
forced_sale_proceeds,2,0,1,2,200,0.0133365556402,0.000141150467459,0.0130637999002,0.0136065776645,0.0129988443747,0.0136742669057
forced_sale_proceeds,2,0,2,0,200,0.0900386758579,0.000339445599966,0.0893715547067,0.0907056893831,0.0892265311643,0.0908508205515
forced_sale_proceeds,2,0,2,1,200,0.0900386758579,0.000339445599966,0.0893715547067,0.0907056893831,0.0892265311643,0.0908508205515
forced_sale_proceeds,2,0,2,2,200,0.0900386758579,0.000339445599966,0.0893715547067,0.0907056893831,0.0892265311643,0.0908508205515
forced_sale_proceeds,2,0.15,0,0,200,0,0,0,0,0,0
forced_sale_proceeds,2,0.15,0,1,200,0,0,0,0,0,0
forced_sale_proceeds,2,0.15,0,2,200,0,0,0,0,0,0
forced_sale_proceeds,2,0.15,1,0,200,0.0133365556402,0.000141150467459,0.0130637999002,0.0136065776645,0.0129988443747,0.0136742669057
forced_sale_proceeds,2,0.15,1,1,200,0.0133365556402,0.000141150467459,0.0130637999002,0.0136065776645,0.0129988443747,0.0136742669057
forced_sale_proceeds,2,0.15,1,2,200,0.0133365556402,0.000141150467459,0.0130637999002,0.0136065776645,0.0129988443747,0.0136742669057
forced_sale_proceeds,2,0.15,2,0,200,0.0900386758579,0.000339445599966,0.0893715547067,0.0907056893831,0.0892265311643,0.0908508205515
forced_sale_proceeds,2,0.15,2,1,200,0.0900386758579,0.000339445599966,0.0893715547067,0.0907056893831,0.0892265311643,0.0908508205515
forced_sale_proceeds,2,0.15,2,2,200,0.0900386758579,0.000339445599966,0.0893715547067,0.0907056893831,0.0892265311643,0.0908508205515
exit_risk,0.5,0,0,0,200,0,0,0,0,0,0
exit_risk,0.5,0,0,1,200,0,0,0,0,0,0
exit_risk,0.5,0,0,2,200,0,0,0,0,0,0
exit_risk,0.5,0,1,0,200,0,0,0,0,0,0
exit_risk,0.5,0,1,1,200,0,0,0,0,0,0
exit_risk,0.5,0,1,2,200,0,0,0,0,0,0
exit_risk,0.5,0,2,0,200,0,0,0,0,0,0
exit_risk,0.5,0,2,1,200,0,0,0,0,0,0
exit_risk,0.5,0,2,2,200,0,0,0,0,0,0
exit_risk,0.5,0.15,0,0,200,0,0,0,0,0,0
exit_risk,0.5,0.15,0,1,200,0,0,0,0,0,0
exit_risk,0.5,0.15,0,2,200,0,0,0,0,0,0
exit_risk,0.5,0.15,1,0,200,0,0,0,0,0,0
exit_risk,0.5,0.15,1,1,200,0,0,0,0,0,0
exit_risk,0.5,0.15,1,2,200,0,0,0,0,0,0
exit_risk,0.5,0.15,2,0,200,0,0,0,0,0,0
exit_risk,0.5,0.15,2,1,200,0,0,0,0,0,0
exit_risk,0.5,0.15,2,2,200,0,0,0,0,0,0
exit_risk,1,0,0,0,200,0,0,0,0,0,0
exit_risk,1,0,0,1,200,0,0,0,0,0,0
exit_risk,1,0,0,2,200,0,0,0,0,0,0
exit_risk,1,0,1,0,200,0,0,0,0,0,0
exit_risk,1,0,1,1,200,0,0,0,0,0,0
exit_risk,1,0,1,2,200,0,0,0,0,0,0
exit_risk,1,0,2,0,200,0,0,0,0,0,0
exit_risk,1,0,2,1,200,0,0,0,0,0,0
exit_risk,1,0,2,2,200,0,0,0,0,0,0
exit_risk,1,0.15,0,0,200,0,0,0,0,0,0
exit_risk,1,0.15,0,1,200,0,0,0,0,0,0
exit_risk,1,0.15,0,2,200,0,0,0,0,0,0
exit_risk,1,0.15,1,0,200,0,0,0,0,0,0
exit_risk,1,0.15,1,1,200,0,0,0,0,0,0
exit_risk,1,0.15,1,2,200,0,0,0,0,0,0
exit_risk,1,0.15,2,0,200,0,0,0,0,0,0
exit_risk,1,0.15,2,1,200,0,0,0,0,0,0
exit_risk,1,0.15,2,2,200,0,0,0,0,0,0
exit_risk,2,0,0,0,200,0,0,0,0,0,0
exit_risk,2,0,0,1,200,0,0,0,0,0,0
exit_risk,2,0,0,2,200,0,0,0,0,0,0
exit_risk,2,0,1,0,200,0,0,0,0,0,0
exit_risk,2,0,1,1,200,0,0,0,0,0,0
exit_risk,2,0,1,2,200,0,0,0,0,0,0
exit_risk,2,0,2,0,200,0,0,0,0,0,0
exit_risk,2,0,2,1,200,0,0,0,0,0,0
exit_risk,2,0,2,2,200,0,0,0,0,0,0
exit_risk,2,0.15,0,0,200,0,0,0,0,0,0
exit_risk,2,0.15,0,1,200,0,0,0,0,0,0
exit_risk,2,0.15,0,2,200,0,0,0,0,0,0
exit_risk,2,0.15,1,0,200,0,0,0,0,0,0
exit_risk,2,0.15,1,1,200,0,0,0,0,0,0
exit_risk,2,0.15,1,2,200,0,0,0,0,0,0
exit_risk,2,0.15,2,0,200,0,0,0,0,0,0
exit_risk,2,0.15,2,1,200,0,0,0,0,0,0
exit_risk,2,0.15,2,2,200,0,0,0,0,0,0
