stress_budget,conditions,replication_blocks,minimum_mean_equity_loss,maximum_mean_equity_loss,maximum_worst_10pct_mean_equity_loss,maximum_asset_price_loss,maximum_exit_rate,nonfinite_values,negative_liability_rows,negative_unpaid_rows,status
0.1,27,30,-5.44009282066e-17,0.218373721162,0.269087620495,0.101845830074,0,0,0,0,passed
0.15,27,30,-6.66133814775e-18,0.326630047455,0.402997808552,0.152564384472,0,0,0,0,passed
0.2,27,30,-6.66133814775e-18,0.434642487588,0.535566554273,0.203359412699,0,0,0,0,passed
0.25,27,30,-6.66133814775e-18,0.541487868484,0.665310681287,0.253763692422,0,0,0,0,passed
0.3,27,30,-6.66133814775e-18,0.646111905182,0.791225560358,0.303506971631,0,0,0,0,passed
